MAG_id,superkingdom,phylum,seq_total,unknown_per
DeFilippisF_xxxx__DF_95__bin.6,Bacteria,Firmicutes,626,0.969648562
DeFilippisF_xxxx__DS_91__bin.15,Bacteria,Firmicutes,662,0.968277946
DeFilippisF_xxxx__DF_5__bin.9,Bacteria,Firmicutes,627,0.972886762
DeFilippisF_xxxx__DS_69__bin.7,Bacteria,Firmicutes,386,0.950777202
AlvarezOrdonezA_xxxx__F05-18__bin.6,Bacteria,Firmicutes,623,0.971107544
DeFilippisF_xxxx__DS_65__bin.5,Bacteria,Firmicutes,625,0.9696
DeFilippisF_xxxx__DS_84__bin.1,Bacteria,Firmicutes,632,0.971518987
MASTER_WP4_UNINA_1__SA009_71775__bin.9,Bacteria,Firmicutes,416,0.978365385
DeFilippisF_xxxx__DS_110__bin.12,Bacteria,Firmicutes,643,0.970451011
DeFilippisF_xxxx__DS_1__bin.5,Bacteria,Firmicutes,639,0.971830986
DeFilippisF_xxxx__DS_19__bin.3,Bacteria,Firmicutes,646,0.970588235
DeFilippisF_xxxx__DS_82__bin.9,Bacteria,Firmicutes,608,0.96875
MASTER_WP4_TEAGASC_1__TGS01-30__bin.1,Bacteria,Firmicutes,631,0.971473851
AlvarezOrdonezA_xxxx__F02-18__bin.2,Bacteria,Firmicutes,399,0.964912281
AlvarezOrdonezA_xxxx__Q03-27__bin.10,Bacteria,Firmicutes,545,0.963302752
DeFilippisF_xxxx__DS_56__bin.14,Bacteria,Firmicutes,634,0.971608833
DeFilippisF_xxxx__DS_106__bin.1,Bacteria,Firmicutes,627,0.96969697
AlvarezOrdonezA_xxxx__Q03-28__bin.6,Bacteria,Firmicutes,393,0.96437659
DeFilippisF_xxxx__DS_116__bin.9,Bacteria,Firmicutes,553,0.971066908
DeFilippisF_xxxx__DF_121__bin.17,Bacteria,Firmicutes,628,0.97133758
DeFilippisF_xxxx__DF_5__bin.6,Bacteria,Firmicutes,338,0.961538462
LiZ_2019__SRS3379159__bin.6,Bacteria,Firmicutes,467,0.972162741
MASTER_WP4_UNINA_1__PR107_71775__bin.3,Bacteria,Firmicutes,601,0.968386023
WalshAM_2020__ERS3466758__bin.4,Bacteria,Firmicutes,602,0.970099668
MASTER_WP4_UNINA_1__SP109_71775__bin.6,Bacteria,Firmicutes,648,0.970679012
DeFilippisF_xxxx__DS_83__bin.4,Bacteria,Firmicutes,637,0.971742543
DeFilippisF_xxxx__DS_51__bin.3,Bacteria,Firmicutes,648,0.970679012
DeFilippisF_xxxx__DS_50__bin.9,Bacteria,Firmicutes,648,0.970679012
MASTER_WP4_UNINA_1__SC109_71775__bin.32,Bacteria,Firmicutes,639,0.970266041
DeFilippisF_xxxx__DS_66__bin.10,Bacteria,Firmicutes,257,0.953307393
DeFilippisF_xxxx__DS_53__bin.5,Bacteria,Firmicutes,249,0.983935743
WalshAM_2020__ERS3466751__bin.10,Bacteria,Firmicutes,494,0.977732794
DeFilippisF_xxxx__DS_68__bin.4,Bacteria,Firmicutes,354,0.971751412
MASTER_WP4_UNINA_1__SS007_71775__bin.9,Bacteria,Firmicutes,389,0.976863753
DeFilippisF_xxxx__DS_72__bin.10,Bacteria,Firmicutes,274,0.97810219
WalshAM_2020__ERS3466743__bin.6,Bacteria,Firmicutes,328,0.972560976
MASTER_WP4_UNINA_1__FI010_71775__bin.17,Bacteria,Firmicutes,199,0.944723618
DeFilippisF_xxxx__DS_64__bin.16,Bacteria,Firmicutes,275,0.981818182
MASTER_WP4_UNINA_1__FI010_71775__bin.31,Bacteria,Firmicutes,212,0.981132075
DeFilippisF_xxxx__DS_66__bin.5,Bacteria,Firmicutes,361,0.961218837
DeFilippisF_xxxx__DS_97__bin.17,Bacteria,Firmicutes,280,0.982142857
AlvarezOrdonezA_xxxx__F06-18__bin.1,Bacteria,Firmicutes,359,0.746518106
DeFilippisF_xxxx__DS_84__bin.7,Bacteria,Firmicutes,424,0.731132075
MASTER_WP4_CSIC_1__P2170_73322__bin.4,Bacteria,Firmicutes,436,0.729357798
DeFilippisF_xxxx__DS_106__bin.9,Bacteria,Firmicutes,419,0.747016706
DeFilippisF_xxxx__DS_2__bin.8,Bacteria,Firmicutes,336,0.744047619
DeFilippisF_xxxx__DS_63__bin.2,Bacteria,Firmicutes,272,0.694852941
DeFilippisF_xxxx__DS_87__bin.3,Bacteria,Firmicutes,424,0.731132075
DeFilippisF_xxxx__DS_112__bin.11,Bacteria,Firmicutes,432,0.733796296
DeFilippisF_xxxx__DS_70__bin.5,Bacteria,Firmicutes,294,0.693877551
DeFilippisF_xxxx__DF_28__bin.10,Bacteria,Firmicutes,442,0.7239819
MASTER_WP4_CSIC_2__P2588__bin.21,Bacteria,Firmicutes,472,0.730932203
MASTER_WP4_UNINA_1__FI109_71775__bin.2,Bacteria,Firmicutes,376,0.742021277
DeFilippisF_xxxx__DS_97__bin.3,Bacteria,Firmicutes,432,0.756944444
AlvarezOrdonezA_xxxx__Q04-28__bin.15,Bacteria,Firmicutes,228,0.754385965
AlvarezOrdonezA_xxxx__Q05-27__bin.5,Bacteria,Firmicutes,334,0.733532934
CM_INJERA__injera_E1__bin.13,Bacteria,Firmicutes,198,0.742424242
MASTER_WP4_UNINA_2__V-23.1__bin.4,Bacteria,Firmicutes,467,0.728051392
AlvarezOrdonezA_xxxx__Q04-30__bin.6,Bacteria,Firmicutes,406,0.729064039
MASTER_WP4_TEAGASC_1__TGS08-29__bin.36,Bacteria,Firmicutes,436,0.724770642
MASTER_WP4_UNINA_1__FI009_71775__bin.3,Bacteria,Firmicutes,271,0.693726937
WalshAM_2020__ERS3466742__bin.5,Bacteria,Firmicutes,468,0.732905983
AlvarezOrdonezA_xxxx__F06-19__bin.2,Bacteria,Firmicutes,455,0.758241758
AlvarezOrdonezA_xxxx__R03-19__bin.18,Bacteria,Firmicutes,386,0.743523316
MASTER_WP4_CSIC_2__P2567__bin.3,Bacteria,Firmicutes,480,0.733333333
MASTER_WP4_UNINA_2__V-24.1__bin.12,Bacteria,Firmicutes,456,0.721491228
DeFilippisF_xxxx__DS_10__bin.2,Bacteria,Firmicutes,308,0.688311688
DeFilippisF_xxxx__DS_78__bin.11,Bacteria,Firmicutes,354,0.754237288
MASTER_WP4_CSIC_1__P2245_73323__bin.25,Bacteria,Firmicutes,375,0.749333333
MASTER_WP4_CSIC_1__P2248_73323__bin.1,Bacteria,Firmicutes,233,0.772532189
MASTER_WP4_CSIC_2__P2628__bin.12,Bacteria,Firmicutes,414,0.724637681
PfeferT_xxxx__SRS2870592__bin.7,Bacteria,Firmicutes,440,0.740909091
WalshAM_2020__ERS3466739__bin.3,Bacteria,Firmicutes,446,0.733183857
DeFilippisF_xxxx__DF_47__bin.6,Bacteria,Firmicutes,482,0.721991701
MASTER_WP4_CSIC_1__P2167_73322__bin.2,Bacteria,Firmicutes,478,0.744769874
MASTER_WP4_CSIC_1__P2250_73323__bin.3,Bacteria,Firmicutes,468,0.728632479
MASTER_WP4_UNINA_1__TA003_71775__bin.13,Bacteria,Firmicutes,419,0.730310263
MASTER_WP4_UNINA_2__V-30__bin.26,Bacteria,Firmicutes,467,0.734475375
DeFilippisF_xxxx__DF_7__bin.2,Bacteria,Firmicutes,413,0.740920097
LeechJ_xxxx__AF63__bin.8,Bacteria,Firmicutes,425,0.722352941
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.7,Bacteria,Firmicutes,432,0.738425926
MASTER_WP4_UNINA_1__PT008_71775__bin.9,Bacteria,Firmicutes,456,0.728070175
MASTER_WP4_UNINA_2__V-26.1__bin.13,Bacteria,Firmicutes,469,0.727078891
PfeferT_xxxx__SRS2870594__bin.11,Bacteria,Firmicutes,477,0.742138365
DeFilippisF_xxxx__DS_49__bin.5,Bacteria,Firmicutes,397,0.727959698
MASTER_WP4_CSIC_2__P2630__bin.1,Bacteria,Firmicutes,412,0.723300971
AlvarezOrdonezA_xxxx__R03-18__bin.20,Bacteria,Firmicutes,402,0.736318408
DeFilippisF_xxxx__DS_91__bin.24,Bacteria,Firmicutes,303,0.735973597
MASTER_WP4_UNINA_1__FO013_71775__bin.7,Bacteria,Firmicutes,485,0.740206186
DeFilippisF_xxxx__DS_50__bin.10,Bacteria,Firmicutes,397,0.755667506
DeFilippisF_xxxx__DS_57__bin.5,Bacteria,Firmicutes,382,0.751308901
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.13,Bacteria,Firmicutes,413,0.733656174
MASTER_WP4_UNINA_1__MV011_71775__bin.17,Bacteria,Firmicutes,339,0.728613569
DeFilippisF_xxxx__DF_8__bin.4,Bacteria,Firmicutes,462,0.733766234
MASTER_WP4_TEAGASC_1__TGS01-29__bin.1,Bacteria,Firmicutes,442,0.728506787
WalshAM_2020__ERS3466751__bin.5,Bacteria,Firmicutes,462,0.727272727
AlvarezOrdonezA_xxxx__Q04-27__bin.9,Bacteria,Firmicutes,221,0.760180995
FerrocinoI_2018__SRS1779545__bin.4,Bacteria,Firmicutes,395,0.73164557
MASTER_WP4_CSIC_2__P2644__bin.1,Bacteria,Firmicutes,448,0.725446429
MASTER_WP4_UNINA_1__SF011_73417__bin.10,Bacteria,Firmicutes,376,0.757978723
AlvarezOrdonezA_xxxx__F02-18__bin.4,Bacteria,Firmicutes,339,0.752212389
AlvarezOrdonezA_xxxx__Q07-27__bin.6,Bacteria,Firmicutes,257,0.747081712
DeFilippisF_xxxx__DF_95__bin.5,Bacteria,Firmicutes,426,0.723004695
MASTER_WP4_UNINA_1__SF013_71775__bin.7,Bacteria,Firmicutes,374,0.759358289
MASTER_WP4_UNINA_1__SP109_71775__bin.11,Bacteria,Firmicutes,419,0.742243437
PfeferT_xxxx__SRS2870579__bin.4,Bacteria,Firmicutes,500,0.738
PfeferT_xxxx__SRS2870593__bin.5,Bacteria,Firmicutes,423,0.730496454
MASTER_WP4_UNINA_2__V-27__bin.1,Bacteria,Firmicutes,476,0.731092437
WalshAM_2020__ERS3466743__bin.1,Bacteria,Firmicutes,397,0.727959698
DeFilippisF_xxxx__DS_108__bin.2,Bacteria,Firmicutes,410,0.736585366
AlvarezOrdonezA_xxxx__Q01-30__bin.16,Bacteria,Firmicutes,456,0.73245614
DeFilippisF_xxxx__DS_53__bin.7,Bacteria,Firmicutes,398,0.738693467
DeFilippisF_xxxx__DS_64__bin.15,Bacteria,Firmicutes,333,0.750750751
DeFilippisF_xxxx__DS_71__bin.3,Bacteria,Firmicutes,305,0.681967213
MASTER_WP4_UNINA_2__V-25.1__bin.22,Bacteria,Firmicutes,457,0.719912473
PfeferT_xxxx__SRS2870597__bin.6,Bacteria,Firmicutes,387,0.741602067
WalshAM_2020__ERS3466748__bin.4,Bacteria,Firmicutes,342,0.707602339
MASTER_WP4_CSIC_2__P2599__bin.20,Bacteria,Firmicutes,419,0.725536993
MASTER_WP4_UNINA_2__V-28__bin.14,Bacteria,Firmicutes,456,0.723684211
PfeferT_xxxx__SRS2870596__bin.9,Bacteria,Firmicutes,433,0.741339492
AlvarezOrdonezA_xxxx__F05-19__bin.3,Bacteria,Firmicutes,406,0.733990148
DeFilippisF_xxxx__DS_56__bin.9,Bacteria,Firmicutes,397,0.725440806
PfeferT_xxxx__SRS2870595__bin.3,Bacteria,Firmicutes,489,0.744376278
AlvarezOrdonezA_xxxx__F02-18__bin.3,Bacteria,Firmicutes,214,0.635514019
AlvarezOrdonezA_xxxx__Q04-27__bin.4,Bacteria,Firmicutes,508,0.698818898
AlvarezOrdonezA_xxxx__F03-19__bin.2,Bacteria,Firmicutes,207,0.628019324
DeFilippisF_xxxx__DF_67__bin.7,Bacteria,Firmicutes,421,0.669833729
DeFilippisF_xxxx__DS_53__bin.8,Bacteria,Firmicutes,346,0.638728324
DeFilippisF_xxxx__DS_56__bin.17,Bacteria,Firmicutes,275,0.650909091
DeFilippisF_xxxx__DS_66__bin.18,Bacteria,Firmicutes,292,0.636986301
MASTER_WP4_UNINA_1__SR008_71775__bin.25,Bacteria,Firmicutes,310,0.641935484
MASTER_WP4_TEAGASC_1__TGS12-29__bin.10,Bacteria,Firmicutes,463,0.669546436
AlvarezOrdonezA_xxxx__F07-19__bin.6,Bacteria,Firmicutes,463,0.6587473
DeFilippisF_xxxx__DS_3__bin.6,Bacteria,Firmicutes,444,0.646396396
AlvarezOrdonezA_xxxx__F02-19__bin.17,Bacteria,Firmicutes,234,0.615384615
AlvarezOrdonezA_xxxx__F04-18__bin.3,Bacteria,Firmicutes,399,0.651629073
DeFilippisF_xxxx__DS_83__bin.8,Bacteria,Firmicutes,270,0.640740741
AlvarezOrdonezA_xxxx__C05-18__bin.17,Bacteria,Firmicutes,474,0.660337553
AlvarezOrdonezA_xxxx__F07-18__bin.10,Bacteria,Firmicutes,454,0.656387665
DeFilippisF_xxxx__DS_20__bin.5,Bacteria,Firmicutes,463,0.652267819
DeFilippisF_xxxx__DS_87__bin.2,Bacteria,Firmicutes,309,0.631067961
DeFilippisF_xxxx__DS_105__bin.5,Bacteria,Firmicutes,273,0.655677656
DeFilippisF_xxxx__DS_12__bin.23,Bacteria,Firmicutes,391,0.649616368
AlvarezOrdonezA_xxxx__F06-18__bin.4,Bacteria,Firmicutes,283,0.64664311
DeFilippisF_xxxx__DS_21__bin.9,Bacteria,Firmicutes,479,0.657620042
DeFilippisF_xxxx__DS_91__bin.26,Bacteria,Firmicutes,262,0.629770992
DeFilippisF_xxxx__DS_116__bin.14,Bacteria,Firmicutes,236,0.61440678
DeFilippisF_xxxx__DS_72__bin.1,Bacteria,Firmicutes,380,0.668421053
AlvarezOrdonezA_xxxx__F05-19__bin.11,Bacteria,Firmicutes,333,0.672672673
DeFilippisF_xxxx__DS_112__bin.9,Bacteria,Firmicutes,462,0.655844156
AlvarezOrdonezA_xxxx__F05-18__bin.7,Bacteria,Firmicutes,340,0.667647059
DeFilippisF_xxxx__DS_27__bin.1,Bacteria,Firmicutes,426,0.678403756
LeechJ_2020__ERS3967707__bin.10,Bacteria,Firmicutes,467,0.672376874
DeFilippisF_xxxx__DS_50__bin.13,Bacteria,Firmicutes,296,0.614864865
LeechJ_2020__ERS3967742__bin.2,Bacteria,Firmicutes,295,0.613559322
AlvarezOrdonezA_xxxx__F06-19__bin.1,Bacteria,Firmicutes,404,0.655940594
DeFilippisF_xxxx__DS_57__bin.4,Bacteria,Firmicutes,294,0.636054422
DeFilippisF_xxxx__DS_93__bin.8,Bacteria,Firmicutes,485,0.659793814
MASTER_WP4_UNINA_1__SS007_71775__bin.6,Bacteria,Firmicutes,283,0.660777385
DeFilippisF_xxxx__DS_71__bin.1,Bacteria,Firmicutes,458,0.670305677
FerrocinoI_2018__SRS1779555__bin.3,Bacteria,Firmicutes,473,0.67653277
DeFilippisF_xxxx__DS_106__bin.8,Bacteria,Firmicutes,259,0.652509653
DeFilippisF_xxxx__DS_120__bin.7,Bacteria,Firmicutes,406,0.736453202
AlvarezOrdonezA_xxxx__F05-18__bin.4,Bacteria,Firmicutes,429,0.752913753
AlvarezOrdonezA_xxxx__F03-18__bin.4,Bacteria,Firmicutes,330,0.651515152
MASTER_WP4_UNINA_1__ST007_71775__bin.12,Bacteria,Firmicutes,375,0.714666667
PfeferT_xxxx__SRS2870567__bin.7,Bacteria,Firmicutes,461,0.74186551
DeFilippisF_xxxx__DS_55__bin.14,Bacteria,Firmicutes,407,0.754299754
DeFilippisF_xxxx__DS_66__bin.15,Bacteria,Firmicutes,415,0.74939759
MASTER_WP4_CSIC_2__P2611__bin.7,Bacteria,Firmicutes,300,0.736666667
MASTER_WP4_CSIC_2__P2624__bin.12,Bacteria,Firmicutes,320,0.775
MASTER_WP4_TEAGASC_1__TGS01-30__bin.11,Bacteria,Firmicutes,355,0.732394366
MASTER_WP4_CSIC_2__P2627__bin.5,Bacteria,Firmicutes,260,0.776923077
AlvarezOrdonezA_xxxx__F03-19__bin.9,Bacteria,Firmicutes,322,0.655279503
FerrocinoI_2018__SRS1779551__bin.3,Bacteria,Firmicutes,273,0.688644689
DeFilippisF_xxxx__DS_120__bin.5,Bacteria,Firmicutes,264,0.670454545
DeFilippisF_xxxx__DS_103__bin.2,Bacteria,Firmicutes,264,0.640151515
DeFilippisF_xxxx__DS_49__bin.2,Bacteria,Firmicutes,474,0.691983122
DeFilippisF_xxxx__DS_108__bin.8,Bacteria,Firmicutes,324,0.672839506
MASTER_WP4_UNINA_1__SF011_73417__bin.4,Bacteria,Firmicutes,249,0.658634538
FerrocinoI_2018__SRS1779548__bin.3,Bacteria,Firmicutes,277,0.685920578
MASTER_WP4_UNINA_1__TO013_71775__bin.14,Bacteria,Firmicutes,266,0.751879699
WalshAM_2020__ERS3466740__bin.2,Bacteria,Firmicutes,259,0.737451737
AlvarezOrdonezA_xxxx__Q03-26__bin.4,Bacteria,Proteobacteria,474,0.761603376
MASTER_WP4_UNINA_2__O-25.1__bin.34,Bacteria,Proteobacteria,774,0.748062016
AlvarezOrdonezA_xxxx__Q04-25__bin.7,Bacteria,Proteobacteria,572,0.741258741
MASTER_WP4_UNINA_2__O-29__bin.9,Bacteria,Proteobacteria,832,0.758413462
MASTER_WP4_UNINA_2__M-26.1__bin.6,Bacteria,Proteobacteria,821,0.756394641
MASTER_WP4_UNINA_2__O-26.1__bin.2,Bacteria,Proteobacteria,791,0.749683944
MASTER_WP4_UNINA_2__M-25.1__bin.1,Bacteria,Proteobacteria,710,0.746478873
MASTER_WP4_UNINA_2__I-25__bin.10,Bacteria,Proteobacteria,469,0.748400853
AlvarezOrdonezA_xxxx__Q01-27__bin.7,Bacteria,Proteobacteria,509,0.736738703
MASTER_WP4_UNINA_2__I-25.1__bin.5,Bacteria,Proteobacteria,729,0.742112483
MASTER_WP4_UNINA_2__M-30__bin.7,Bacteria,Proteobacteria,662,0.740181269
MASTER_WP4_UNINA_2__O-26__bin.8,Bacteria,Proteobacteria,840,0.75952381
MASTER_WP4_UNINA_2__M-26__bin.5,Bacteria,Proteobacteria,691,0.742402315
AlvarezOrdonezA_xxxx__Q04-26__bin.9,Bacteria,Proteobacteria,567,0.740740741
AlvarezOrdonezA_xxxx__Q08-26__bin.13,Bacteria,Proteobacteria,764,0.751308901
AlvarezOrdonezA_xxxx__Q01-25__bin.8,Bacteria,Proteobacteria,369,0.734417344
AlvarezOrdonezA_xxxx__Q04-30__bin.11,Bacteria,Proteobacteria,478,0.751046025
MASTER_WP4_UNINA_2__V-26__bin.2,Bacteria,Proteobacteria,534,0.758426966
AlvarezOrdonezA_xxxx__Q01-23X__bin.4,Bacteria,Proteobacteria,410,0.717073171
AlvarezOrdonezA_xxxx__Q08-25__bin.15,Bacteria,Proteobacteria,650,0.756923077
MASTER_WP4_UNINA_2__M-29__bin.12,Bacteria,Proteobacteria,359,0.73816156
MASTER_WP4_UNINA_2__O-30__bin.14,Bacteria,Proteobacteria,804,0.747512438
MASTER_WP4_UNINA_2__O-25__bin.2,Bacteria,Proteobacteria,790,0.751898734
MASTER_WP4_CSIC_1__P2183_73322__bin.3,Bacteria,Proteobacteria,610,0.767213115
MASTER_WP4_UNINA_2__I-26.1__bin.6,Bacteria,Proteobacteria,642,0.738317757
MASTER_WP4_UNINA_1__ST007_71775__bin.34,Bacteria,Firmicutes,280,0.939285714
MASTER_WP4_UNINA_1__PT008_71775__bin.8,Bacteria,Proteobacteria,248,0.971774194
MASTER_WP4_UNINA_1__SC109_71775__bin.23,Bacteria,Firmicutes,222,0.95045045
LiZ_2019__SRS3379170__bin.5,Bacteria,Firmicutes,277,0.963898917
LandisEA_2021__SRS5653391__bin.5,Bacteria,Firmicutes,386,0.968911917
DeFilippisF_xxxx__DS_69__bin.5,Bacteria,Firmicutes,299,0.936454849
DeFilippisF_xxxx__DS_91__bin.4,Bacteria,Firmicutes,304,0.947368421
DeFilippisF_xxxx__DF_5__bin.11,Bacteria,Firmicutes,361,0.969529086
DuR_2020__DRS139335__bin.11,Bacteria,Firmicutes,428,0.971962617
LeechJ_2020__ERS3967692__bin.4,Bacteria,Proteobacteria,389,0.969151671
DeFilippisF_xxxx__DS_116__bin.18,Bacteria,Firmicutes,296,0.945945946
DeFilippisF_xxxx__DS_1__bin.17,Bacteria,Firmicutes,400,0.965
LeechJ_2020__ERS3967712__bin.13,Bacteria,Proteobacteria,245,0.967346939
EscobarZepedaA_2016__SRS974112__bin.23,Bacteria,Firmicutes,415,0.963855422
LandisEA_2021__SRS5652990__bin.5,Bacteria,Firmicutes,239,0.974895397
LandisEA_2021__SRS5653152__bin.5,Bacteria,Firmicutes,414,0.968599034
LandisEA_2021__SRS5653137__bin.2,Bacteria,Firmicutes,412,0.968446602
AlvarezOrdonezA_xxxx__Q07-28__bin.4,Bacteria,Firmicutes,734,0.95640327
DeFilippisF_xxxx__DF_101__bin.6,Bacteria,Firmicutes,403,0.952853598
DeFilippisF_xxxx__DF_79__bin.7,Bacteria,Firmicutes,709,0.950634697
MASTER_WP4_CSIC_2__P2599__bin.31,Bacteria,Firmicutes,710,0.950704225
MASTER_WP4_CSIC_2__P2631__bin.13,Bacteria,Firmicutes,524,0.950381679
MASTER_WP4_UNINA_1__AS001_71775__bin.13,Bacteria,Firmicutes,463,0.956803456
MASTER_WP4_UNINA_2__M-29__bin.9,Bacteria,Firmicutes,627,0.942583732
MASTER_WP4_UNINA_2__S-28.0__bin.3,Bacteria,Firmicutes,591,0.942470389
MortensenS_xxxx__WK024-2-G-48h-01E9_S24__bin.6,Bacteria,Firmicutes,516,0.967054264
WalshL_xxxx__Q11__bin.2,Bacteria,Firmicutes,575,0.949565217
DeFilippisF_xxxx__DF_117__bin.1,Bacteria,Firmicutes,587,0.950596252
MASTER_WP4_CSIC_2__P2550__bin.5,Bacteria,Firmicutes,616,0.944805195
MortensenS_xxxx__WK026-2-G-48h-04A2_S102__bin.5,Bacteria,Firmicutes,746,0.950402145
MortensenS_xxxx__WK027-2-L-08h-02I5_S15__bin.5,Bacteria,Firmicutes,721,0.948682386
MortensenS_xxxx__WK054-2-G-48h-05G6_S112__bin.1,Bacteria,Firmicutes,591,0.952622673
WalshL_xxxx__S8__bin.2,Bacteria,Firmicutes,608,0.949013158
AlvarezOrdonezA_xxxx__Q07-27__bin.7,Bacteria,Firmicutes,726,0.955922865
DeFilippisF_xxxx__DF_101__bin.10,Bacteria,Firmicutes,292,0.955479452
MASTER_WP4_CSIC_2__P2618__bin.13,Bacteria,Firmicutes,608,0.947368421
MASTER_WP4_CSIC_2__P2624__bin.9,Bacteria,Firmicutes,599,0.941569282
MASTER_WP4_FFoQSI_2__VB15-27__bin.5,Bacteria,Firmicutes,556,0.947841727
MASTER_WP4_UNINA_1__PU007_71775__bin.52,Bacteria,Firmicutes,610,0.949180328
WalshL_xxxx__G9__bin.4,Bacteria,Firmicutes,575,0.944347826
WalshL_xxxx__k5__bin.1,Bacteria,Firmicutes,609,0.944170772
MASTER_WP4_UNINA_1__PR102_71775__bin.8,Bacteria,Firmicutes,682,0.960410557
MASTER_WP4_UNINA_1__PR207_71775__bin.22,Bacteria,Firmicutes,702,0.951566952
MortensenS_xxxx__WK001T-2-G-00h-05I6_S130__bin.2,Bacteria,Firmicutes,741,0.951417004
MortensenS_xxxx__WK025-1-L-48h-02H5_S6__bin.6,Bacteria,Firmicutes,748,0.951871658
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.2,Bacteria,Firmicutes,718,0.951253482
MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.3,Bacteria,Firmicutes,611,0.947626841
WalshL_xxxx__D8__bin.3,Bacteria,Firmicutes,516,0.949612403
WalshL_xxxx__N10__bin.7,Bacteria,Firmicutes,345,0.950724638
AlvarezOrdonezA_xxxx__Q07-28__bin.5,Bacteria,Firmicutes,583,0.936535163
MASTER_WP4_CSIC_2__P2577__bin.16,Bacteria,Firmicutes,622,0.945337621
MASTER_WP4_UNINA_1__PR004_71775__bin.9,Bacteria,Firmicutes,488,0.959016393
MASTER_WP4_UNINA_1__PR102_71775__bin.1,Bacteria,Firmicutes,603,0.950248756
MASTER_WP4_UNINA_2__M-27__bin.15,Bacteria,Firmicutes,417,0.971223022
MASTER_WP4_UNINA_2__O-27__bin.13,Bacteria,Firmicutes,608,0.944078947
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.4,Bacteria,Firmicutes,464,0.967672414
MortensenS_xxxx__WK060-2-G-48h-05H3_S118__bin.1,Bacteria,Firmicutes,712,0.953651685
MortensenS_xxxx__WK060-2-L-08h-04H6_S40__bin.9,Bacteria,Firmicutes,662,0.959214502
WalshL_xxxx__D7__bin.4,Bacteria,Firmicutes,568,0.952464789
WalshL_xxxx__O7__bin.1,Bacteria,Firmicutes,446,0.946188341
WalshL_xxxx__S6__bin.1,Bacteria,Firmicutes,614,0.947882736
ChaconVargasK_2020__SRS6087091__bin.10,Bacteria,Firmicutes,598,0.948160535
MASTER_WP4_CSIC_2__P2625__bin.26,Bacteria,Firmicutes,588,0.954081633
MASTER_WP4_FFoQSI_2__VB16-28__bin.10,Bacteria,Firmicutes,517,0.947775629
MASTER_WP4_UNINA_1__CM008_71775__bin.7,Bacteria,Firmicutes,609,0.947454844
MASTER_WP4_UNINA_1__PR005_71775__bin.4,Bacteria,Firmicutes,659,0.951441578
MASTER_WP4_UNINA_1__PR207_71775__bin.21,Bacteria,Firmicutes,724,0.955801105
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.2,Bacteria,Firmicutes,682,0.953079179
MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.4,Bacteria,Firmicutes,659,0.95447648
DeFilippisF_xxxx__DF_109__bin.6,Bacteria,Firmicutes,613,0.949429038
DeFilippisF_xxxx__DF_16__bin.16,Bacteria,Firmicutes,453,0.949227373
MASTER_WP4_CSIC_2__P2545__bin.22,Bacteria,Firmicutes,288,0.9375
MASTER_WP4_CSIC_2__P2621__bin.36,Bacteria,Firmicutes,435,0.947126437
MASTER_WP4_FFoQSI_2__VB04-27__bin.9,Bacteria,Firmicutes,637,0.949764521
MASTER_WP4_UNINA_1__CF008_71775__bin.3,Bacteria,Firmicutes,525,0.942857143
MASTER_WP4_UNINA_1__PU007_71775__bin.28,Bacteria,Firmicutes,539,0.94619666
MASTER_WP4_UNINA_1__TO013_71775__bin.17,Bacteria,Firmicutes,708,0.956214689
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.11,Bacteria,Firmicutes,722,0.951523546
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3,Bacteria,Firmicutes,698,0.955587393
WalshL_xxxx__R1__bin.1,Bacteria,Firmicutes,599,0.951585977
AlvarezOrdonezA_xxxx__Q03-28__bin.11,Bacteria,Firmicutes,620,0.946774194
LandisEA_2021__SRS5652995__bin.10,Bacteria,Firmicutes,338,0.964497041
MASTER_WP4_CSIC_2__P2597__bin.18,Bacteria,Firmicutes,628,0.950636943
MASTER_WP4_FFoQSI_2__VB03-28__bin.4,Bacteria,Firmicutes,610,0.952459016
MASTER_WP4_UNINA_1__PB007_73417__bin.15,Bacteria,Firmicutes,610,0.944262295
MASTER_WP4_UNINA_1__PM001_71775__bin.4,Bacteria,Firmicutes,310,0.951612903
MASTER_WP4_UNINA_1__PR207_71775__bin.8,Bacteria,Firmicutes,400,0.955
MASTER_WP4_UNINA_2__I-28__bin.13,Bacteria,Firmicutes,611,0.950900164
MASTER_WP4_UNINA_2__S-27.0__bin.5,Bacteria,Firmicutes,522,0.944444444
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.4,Bacteria,Firmicutes,727,0.953232462
MortensenS_xxxx__WK060-1-L-08h-04H4_S38__bin.6,Bacteria,Firmicutes,596,0.953020134
AlvarezOrdonezA_xxxx__Q04-27__bin.15,Bacteria,Firmicutes,620,0.941935484
