MAG_id,superkingdom,phylum,genome_size,cluster_div
MASTER_WP4_TEAGASC_1__TGS01-30__bin.1,Bacteria,Firmicutes,2226077,631
AlvarezOrdonezA_xxxx__F02-18__bin.2,Bacteria,Firmicutes,1281438,399
AlvarezOrdonezA_xxxx__Q03-27__bin.10,Bacteria,Firmicutes,1969170,544
DeFilippisF_xxxx__DS_56__bin.14,Bacteria,Firmicutes,2267027,634
DeFilippisF_xxxx__DS_106__bin.1,Bacteria,Firmicutes,2232815,627
AlvarezOrdonezA_xxxx__Q03-28__bin.6,Bacteria,Firmicutes,1323050,393
DeFilippisF_xxxx__DS_116__bin.9,Bacteria,Firmicutes,2142400,553
DeFilippisF_xxxx__DF_121__bin.17,Bacteria,Firmicutes,2211341,628
DeFilippisF_xxxx__DF_5__bin.6,Bacteria,Firmicutes,2153655,338
LiZ_2019__SRS3379159__bin.6,Bacteria,Firmicutes,1933945,467
MASTER_WP4_UNINA_1__PR107_71775__bin.3,Bacteria,Firmicutes,2155236,601
WalshAM_2020__ERS3466758__bin.4,Bacteria,Firmicutes,2154736,602
MASTER_WP4_UNINA_1__SP109_71775__bin.6,Bacteria,Firmicutes,2284437,648
DeFilippisF_xxxx__DS_83__bin.4,Bacteria,Firmicutes,2221648,637
DeFilippisF_xxxx__DS_51__bin.3,Bacteria,Firmicutes,2374094,648
DeFilippisF_xxxx__DS_50__bin.9,Bacteria,Firmicutes,2257862,648
MASTER_WP4_UNINA_1__SC109_71775__bin.32,Bacteria,Firmicutes,2247105,639
DeFilippisF_xxxx__DS_66__bin.10,Bacteria,Firmicutes,2244721,257
DeFilippisF_xxxx__DS_53__bin.5,Bacteria,Firmicutes,726709,249
WalshAM_2020__ERS3466751__bin.10,Bacteria,Firmicutes,1899283,494
DeFilippisF_xxxx__DS_68__bin.4,Bacteria,Firmicutes,1052252,354
MASTER_WP4_UNINA_1__SS007_71775__bin.9,Bacteria,Firmicutes,1668701,389
DeFilippisF_xxxx__DS_72__bin.10,Bacteria,Firmicutes,886098,274
WalshAM_2020__ERS3466743__bin.6,Bacteria,Firmicutes,1556826,328
MASTER_WP4_UNINA_1__FI010_71775__bin.17,Bacteria,Firmicutes,1368645,198
DeFilippisF_xxxx__DS_64__bin.16,Bacteria,Firmicutes,797464,275
MASTER_WP4_UNINA_1__FI010_71775__bin.31,Bacteria,Firmicutes,657725,212
DeFilippisF_xxxx__DS_66__bin.5,Bacteria,Firmicutes,1169017,361
DeFilippisF_xxxx__DS_97__bin.17,Bacteria,Firmicutes,950612,280
AlvarezOrdonezA_xxxx__F06-18__bin.1,Bacteria,Firmicutes,1507259,352
DeFilippisF_xxxx__DS_84__bin.7,Bacteria,Firmicutes,1651700,424
MASTER_WP4_CSIC_1__P2170_73322__bin.4,Bacteria,Firmicutes,1637239,436
DeFilippisF_xxxx__DS_106__bin.9,Bacteria,Firmicutes,1731201,419
DeFilippisF_xxxx__DS_2__bin.8,Bacteria,Firmicutes,1270930,336
DeFilippisF_xxxx__DS_63__bin.2,Bacteria,Firmicutes,1027241,272
DeFilippisF_xxxx__DS_87__bin.3,Bacteria,Firmicutes,1681746,423
DeFilippisF_xxxx__DS_112__bin.11,Bacteria,Firmicutes,1725518,432
DeFilippisF_xxxx__DS_70__bin.5,Bacteria,Firmicutes,1078444,280
DeFilippisF_xxxx__DF_28__bin.10,Bacteria,Firmicutes,1658893,441
MASTER_WP4_CSIC_2__P2588__bin.21,Bacteria,Firmicutes,1767332,471
MASTER_WP4_UNINA_1__FI109_71775__bin.2,Bacteria,Firmicutes,1464297,375
DeFilippisF_xxxx__DS_97__bin.3,Bacteria,Firmicutes,1741025,431
AlvarezOrdonezA_xxxx__Q04-28__bin.15,Bacteria,Firmicutes,1005163,228
AlvarezOrdonezA_xxxx__Q05-27__bin.5,Bacteria,Firmicutes,1308212,333
CM_INJERA__injera_E1__bin.13,Bacteria,Firmicutes,946431,198
MASTER_WP4_UNINA_2__V-23.1__bin.4,Bacteria,Firmicutes,1781922,466
AlvarezOrdonezA_xxxx__Q04-30__bin.6,Bacteria,Firmicutes,1563372,404
MASTER_WP4_TEAGASC_1__TGS08-29__bin.36,Bacteria,Firmicutes,1735883,434
MASTER_WP4_UNINA_1__FI009_71775__bin.3,Bacteria,Firmicutes,985475,268
WalshAM_2020__ERS3466742__bin.5,Bacteria,Firmicutes,1821505,468
AlvarezOrdonezA_xxxx__F06-19__bin.2,Bacteria,Firmicutes,1945326,428
AlvarezOrdonezA_xxxx__R03-19__bin.18,Bacteria,Firmicutes,1650356,383
MASTER_WP4_CSIC_2__P2567__bin.3,Bacteria,Firmicutes,1884223,480
MASTER_WP4_UNINA_2__V-24.1__bin.12,Bacteria,Firmicutes,1742856,456
DeFilippisF_xxxx__DS_10__bin.2,Bacteria,Firmicutes,1177345,308
DeFilippisF_xxxx__DS_78__bin.11,Bacteria,Firmicutes,1580714,354
MASTER_WP4_CSIC_1__P2245_73323__bin.25,Bacteria,Firmicutes,1420995,375
MASTER_WP4_CSIC_1__P2248_73323__bin.1,Bacteria,Firmicutes,1044899,233
MASTER_WP4_CSIC_2__P2628__bin.12,Bacteria,Firmicutes,1619768,414
PfeferT_xxxx__SRS2870592__bin.7,Bacteria,Firmicutes,1711302,440
WalshAM_2020__ERS3466739__bin.3,Bacteria,Firmicutes,1742645,445
DeFilippisF_xxxx__DF_47__bin.6,Bacteria,Firmicutes,1794044,476
MASTER_WP4_CSIC_1__P2167_73322__bin.2,Bacteria,Firmicutes,1792099,477
MASTER_WP4_CSIC_1__P2250_73323__bin.3,Bacteria,Firmicutes,1796069,467
MASTER_WP4_UNINA_1__TA003_71775__bin.13,Bacteria,Firmicutes,1581418,418
MASTER_WP4_UNINA_2__V-30__bin.26,Bacteria,Firmicutes,1805937,467
DeFilippisF_xxxx__DF_7__bin.2,Bacteria,Firmicutes,1759486,410
LeechJ_xxxx__AF63__bin.8,Bacteria,Firmicutes,1742150,423
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.7,Bacteria,Firmicutes,1553933,432
MASTER_WP4_UNINA_1__PT008_71775__bin.9,Bacteria,Firmicutes,1736342,455
MASTER_WP4_UNINA_2__V-26.1__bin.13,Bacteria,Firmicutes,1782676,468
PfeferT_xxxx__SRS2870594__bin.11,Bacteria,Firmicutes,1768483,477
DeFilippisF_xxxx__DS_49__bin.5,Bacteria,Firmicutes,1573708,397
MASTER_WP4_CSIC_2__P2630__bin.1,Bacteria,Firmicutes,1566209,412
AlvarezOrdonezA_xxxx__R03-18__bin.20,Bacteria,Firmicutes,1641988,398
DeFilippisF_xxxx__DS_91__bin.24,Bacteria,Firmicutes,1249648,302
MASTER_WP4_UNINA_1__FO013_71775__bin.7,Bacteria,Firmicutes,1995857,485
DeFilippisF_xxxx__DS_50__bin.10,Bacteria,Firmicutes,1581051,396
DeFilippisF_xxxx__DS_57__bin.5,Bacteria,Firmicutes,1545086,382
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.13,Bacteria,Firmicutes,1500621,413
MASTER_WP4_UNINA_1__MV011_71775__bin.17,Bacteria,Firmicutes,1261529,338
DeFilippisF_xxxx__DF_8__bin.4,Bacteria,Firmicutes,1775352,461
MASTER_WP4_TEAGASC_1__TGS01-29__bin.1,Bacteria,Firmicutes,1675523,442
WalshAM_2020__ERS3466751__bin.5,Bacteria,Firmicutes,1760970,461
AlvarezOrdonezA_xxxx__Q04-27__bin.9,Bacteria,Firmicutes,1034565,221
FerrocinoI_2018__SRS1779545__bin.4,Bacteria,Firmicutes,1511414,395
MASTER_WP4_CSIC_2__P2644__bin.1,Bacteria,Firmicutes,1690633,448
MASTER_WP4_UNINA_1__SF011_73417__bin.10,Bacteria,Firmicutes,1522451,374
AlvarezOrdonezA_xxxx__F02-18__bin.4,Bacteria,Firmicutes,1482305,334
AlvarezOrdonezA_xxxx__Q07-27__bin.6,Bacteria,Firmicutes,1011539,256
DeFilippisF_xxxx__DF_95__bin.5,Bacteria,Firmicutes,1706601,424
MASTER_WP4_UNINA_1__SF013_71775__bin.7,Bacteria,Firmicutes,1581456,374
MASTER_WP4_UNINA_1__SP109_71775__bin.11,Bacteria,Firmicutes,1709815,419
PfeferT_xxxx__SRS2870579__bin.4,Bacteria,Firmicutes,1896134,500
PfeferT_xxxx__SRS2870593__bin.5,Bacteria,Firmicutes,1696084,423
MASTER_WP4_UNINA_2__V-27__bin.1,Bacteria,Firmicutes,1788099,475
WalshAM_2020__ERS3466743__bin.1,Bacteria,Firmicutes,1579964,396
DeFilippisF_xxxx__DS_108__bin.2,Bacteria,Firmicutes,1655328,410
AlvarezOrdonezA_xxxx__Q01-30__bin.16,Bacteria,Firmicutes,1748139,454
DeFilippisF_xxxx__DS_53__bin.7,Bacteria,Firmicutes,1551108,398
DeFilippisF_xxxx__DS_64__bin.15,Bacteria,Firmicutes,1451546,333
DeFilippisF_xxxx__DS_71__bin.3,Bacteria,Firmicutes,1130019,305
MASTER_WP4_UNINA_2__V-25.1__bin.22,Bacteria,Firmicutes,1726696,457
PfeferT_xxxx__SRS2870597__bin.6,Bacteria,Firmicutes,1546878,387
WalshAM_2020__ERS3466748__bin.4,Bacteria,Firmicutes,1410272,342
MASTER_WP4_CSIC_2__P2599__bin.20,Bacteria,Firmicutes,1611236,419
MASTER_WP4_UNINA_2__V-28__bin.14,Bacteria,Firmicutes,1758494,455
PfeferT_xxxx__SRS2870596__bin.9,Bacteria,Firmicutes,1698917,433
AlvarezOrdonezA_xxxx__F05-19__bin.3,Bacteria,Firmicutes,1574769,397
DeFilippisF_xxxx__DS_56__bin.9,Bacteria,Firmicutes,1547879,396
PfeferT_xxxx__SRS2870595__bin.3,Bacteria,Firmicutes,1915951,488
AlvarezOrdonezA_xxxx__F02-18__bin.3,Bacteria,Firmicutes,952701,213
AlvarezOrdonezA_xxxx__Q04-27__bin.4,Bacteria,Firmicutes,2392397,494
AlvarezOrdonezA_xxxx__F03-19__bin.2,Bacteria,Firmicutes,980883,206
DeFilippisF_xxxx__DF_67__bin.7,Bacteria,Firmicutes,1942268,417
DeFilippisF_xxxx__DS_53__bin.8,Bacteria,Firmicutes,1199942,345
DeFilippisF_xxxx__DS_56__bin.17,Bacteria,Firmicutes,1009206,274
DeFilippisF_xxxx__DS_66__bin.18,Bacteria,Firmicutes,997767,291
MASTER_WP4_UNINA_1__SR008_71775__bin.25,Bacteria,Firmicutes,1091015,309
MASTER_WP4_TEAGASC_1__TGS12-29__bin.10,Bacteria,Firmicutes,1866350,462
AlvarezOrdonezA_xxxx__F07-19__bin.6,Bacteria,Firmicutes,1804528,462
DeFilippisF_xxxx__DS_3__bin.6,Bacteria,Firmicutes,1722919,441
AlvarezOrdonezA_xxxx__F02-19__bin.17,Bacteria,Firmicutes,1004727,233
AlvarezOrdonezA_xxxx__F04-18__bin.3,Bacteria,Firmicutes,1632823,398
DeFilippisF_xxxx__DS_83__bin.8,Bacteria,Firmicutes,1152517,267
AlvarezOrdonezA_xxxx__C05-18__bin.17,Bacteria,Firmicutes,1827907,473
AlvarezOrdonezA_xxxx__F07-18__bin.10,Bacteria,Firmicutes,1821225,452
DeFilippisF_xxxx__DS_20__bin.5,Bacteria,Firmicutes,1797787,462
DeFilippisF_xxxx__DS_87__bin.2,Bacteria,Firmicutes,1100509,308
DeFilippisF_xxxx__DS_105__bin.5,Bacteria,Firmicutes,1007908,272
DeFilippisF_xxxx__DS_12__bin.23,Bacteria,Firmicutes,1624633,389
AlvarezOrdonezA_xxxx__F06-18__bin.4,Bacteria,Firmicutes,1169195,280
DeFilippisF_xxxx__DS_21__bin.9,Bacteria,Firmicutes,1907971,478
DeFilippisF_xxxx__DS_91__bin.26,Bacteria,Firmicutes,974709,262
DeFilippisF_xxxx__DS_116__bin.14,Bacteria,Firmicutes,834601,236
DeFilippisF_xxxx__DS_72__bin.1,Bacteria,Firmicutes,1535948,373
AlvarezOrdonezA_xxxx__F05-19__bin.11,Bacteria,Firmicutes,1356249,332
DeFilippisF_xxxx__DS_112__bin.9,Bacteria,Firmicutes,1764727,461
AlvarezOrdonezA_xxxx__F05-18__bin.7,Bacteria,Firmicutes,1385741,339
DeFilippisF_xxxx__DS_27__bin.1,Bacteria,Firmicutes,1841947,424
LeechJ_2020__ERS3967707__bin.10,Bacteria,Firmicutes,1893979,466
DeFilippisF_xxxx__DS_50__bin.13,Bacteria,Firmicutes,1077916,295
LeechJ_2020__ERS3967742__bin.2,Bacteria,Firmicutes,1336003,294
AlvarezOrdonezA_xxxx__F06-19__bin.1,Bacteria,Firmicutes,1641437,404
DeFilippisF_xxxx__DS_57__bin.4,Bacteria,Firmicutes,1115432,293
DeFilippisF_xxxx__DS_93__bin.8,Bacteria,Firmicutes,1934653,484
MASTER_WP4_UNINA_1__SS007_71775__bin.6,Bacteria,Firmicutes,1112866,281
DeFilippisF_xxxx__DS_71__bin.1,Bacteria,Firmicutes,1770283,457
FerrocinoI_2018__SRS1779555__bin.3,Bacteria,Firmicutes,1885515,470
DeFilippisF_xxxx__DS_106__bin.8,Bacteria,Firmicutes,988436,257
DeFilippisF_xxxx__DS_120__bin.7,Bacteria,Firmicutes,1633840,406
AlvarezOrdonezA_xxxx__F05-18__bin.4,Bacteria,Firmicutes,1781538,414
AlvarezOrdonezA_xxxx__F03-18__bin.4,Bacteria,Firmicutes,1969536,319
MASTER_WP4_UNINA_1__ST007_71775__bin.12,Bacteria,Firmicutes,1506424,368
PfeferT_xxxx__SRS2870567__bin.7,Bacteria,Firmicutes,1737750,460
DeFilippisF_xxxx__DS_55__bin.14,Bacteria,Firmicutes,1757645,406
DeFilippisF_xxxx__DS_66__bin.15,Bacteria,Firmicutes,1861251,414
MASTER_WP4_CSIC_2__P2611__bin.7,Bacteria,Firmicutes,1350894,300
MASTER_WP4_CSIC_2__P2624__bin.12,Bacteria,Firmicutes,1529678,319
MASTER_WP4_TEAGASC_1__TGS01-30__bin.11,Bacteria,Firmicutes,1373519,355
MASTER_WP4_CSIC_2__P2627__bin.5,Bacteria,Firmicutes,1285695,260
AlvarezOrdonezA_xxxx__F03-19__bin.9,Bacteria,Firmicutes,1827675,312
FerrocinoI_2018__SRS1779551__bin.3,Bacteria,Firmicutes,1074437,273
DeFilippisF_xxxx__DS_120__bin.5,Bacteria,Firmicutes,1053496,264
DeFilippisF_xxxx__DS_103__bin.2,Bacteria,Firmicutes,1077409,263
DeFilippisF_xxxx__DS_49__bin.2,Bacteria,Firmicutes,1920130,464
DeFilippisF_xxxx__DS_108__bin.8,Bacteria,Firmicutes,1347043,324
MASTER_WP4_UNINA_1__SF011_73417__bin.4,Bacteria,Firmicutes,991601,249
FerrocinoI_2018__SRS1779548__bin.3,Bacteria,Firmicutes,1091546,277
MASTER_WP4_UNINA_1__TO013_71775__bin.14,Bacteria,Firmicutes,1327985,266
WalshAM_2020__ERS3466740__bin.2,Bacteria,Firmicutes,1249269,259
AlvarezOrdonezA_xxxx__Q03-26__bin.4,Bacteria,Proteobacteria,1986419,473
MASTER_WP4_UNINA_2__O-25.1__bin.34,Bacteria,Proteobacteria,2719270,774
AlvarezOrdonezA_xxxx__Q04-25__bin.7,Bacteria,Proteobacteria,2250292,565
MASTER_WP4_UNINA_2__O-29__bin.9,Bacteria,Proteobacteria,2964317,831
MASTER_WP4_UNINA_2__M-26.1__bin.6,Bacteria,Proteobacteria,3096597,818
MASTER_WP4_UNINA_2__O-26.1__bin.2,Bacteria,Proteobacteria,2791469,787
MASTER_WP4_UNINA_2__M-25.1__bin.1,Bacteria,Proteobacteria,2612406,702
MASTER_WP4_UNINA_2__I-25__bin.10,Bacteria,Proteobacteria,1758565,469
AlvarezOrdonezA_xxxx__Q01-27__bin.7,Bacteria,Proteobacteria,1977208,503
MASTER_WP4_UNINA_2__I-25.1__bin.5,Bacteria,Proteobacteria,2906778,727
MASTER_WP4_UNINA_2__M-30__bin.7,Bacteria,Proteobacteria,2534975,660
MASTER_WP4_UNINA_2__O-26__bin.8,Bacteria,Proteobacteria,3052126,838
MASTER_WP4_UNINA_2__M-26__bin.5,Bacteria,Proteobacteria,2729180,691
AlvarezOrdonezA_xxxx__Q04-26__bin.9,Bacteria,Proteobacteria,2409138,565
AlvarezOrdonezA_xxxx__Q08-26__bin.13,Bacteria,Proteobacteria,3047481,761
AlvarezOrdonezA_xxxx__Q01-25__bin.8,Bacteria,Proteobacteria,1440923,366
AlvarezOrdonezA_xxxx__Q04-30__bin.11,Bacteria,Proteobacteria,1923064,477
MASTER_WP4_UNINA_2__V-26__bin.2,Bacteria,Proteobacteria,2340329,531
AlvarezOrdonezA_xxxx__Q01-23X__bin.4,Bacteria,Proteobacteria,1551940,410
AlvarezOrdonezA_xxxx__Q08-25__bin.15,Bacteria,Proteobacteria,2699844,650
MASTER_WP4_UNINA_2__M-29__bin.12,Bacteria,Proteobacteria,1386013,359
MASTER_WP4_UNINA_2__O-30__bin.14,Bacteria,Proteobacteria,2834895,802
MASTER_WP4_UNINA_2__O-25__bin.2,Bacteria,Proteobacteria,2821151,790
MASTER_WP4_CSIC_1__P2183_73322__bin.3,Bacteria,Proteobacteria,2282348,610
MASTER_WP4_UNINA_2__I-26.1__bin.6,Bacteria,Proteobacteria,2573506,640
MASTER_WP4_UNINA_1__ST007_71775__bin.34,Bacteria,Firmicutes,2198825,279
MASTER_WP4_UNINA_1__PT008_71775__bin.8,Bacteria,Proteobacteria,1314166,248
MASTER_WP4_UNINA_1__SC109_71775__bin.23,Bacteria,Firmicutes,1041587,222
LiZ_2019__SRS3379170__bin.5,Bacteria,Firmicutes,1419060,277
LandisEA_2021__SRS5653391__bin.5,Bacteria,Firmicutes,2410095,386
DeFilippisF_xxxx__DS_69__bin.5,Bacteria,Firmicutes,2459769,299
DeFilippisF_xxxx__DS_91__bin.4,Bacteria,Firmicutes,2739224,303
DeFilippisF_xxxx__DF_5__bin.11,Bacteria,Firmicutes,2273713,361
DuR_2020__DRS139335__bin.11,Bacteria,Firmicutes,3006210,426
LeechJ_2020__ERS3967692__bin.4,Bacteria,Proteobacteria,2651968,389
DeFilippisF_xxxx__DS_116__bin.18,Bacteria,Firmicutes,2606058,293
DeFilippisF_xxxx__DS_1__bin.17,Bacteria,Firmicutes,2398935,399
LeechJ_2020__ERS3967712__bin.13,Bacteria,Proteobacteria,1266090,245
EscobarZepedaA_2016__SRS974112__bin.23,Bacteria,Firmicutes,2433101,414
LandisEA_2021__SRS5652990__bin.5,Bacteria,Firmicutes,1187238,239
LandisEA_2021__SRS5653152__bin.5,Bacteria,Firmicutes,2413784,413
LandisEA_2021__SRS5653137__bin.2,Bacteria,Firmicutes,2362516,411
AlvarezOrdonezA_xxxx__Q07-28__bin.4,Bacteria,Firmicutes,3353992,724
DeFilippisF_xxxx__DF_101__bin.6,Bacteria,Firmicutes,1357544,403
DeFilippisF_xxxx__DF_79__bin.7,Bacteria,Firmicutes,2986706,707
MASTER_WP4_CSIC_2__P2599__bin.31,Bacteria,Firmicutes,3044880,707
MASTER_WP4_CSIC_2__P2631__bin.13,Bacteria,Firmicutes,2202339,517
MASTER_WP4_UNINA_1__AS001_71775__bin.13,Bacteria,Firmicutes,1918453,461
MASTER_WP4_UNINA_2__M-29__bin.9,Bacteria,Firmicutes,2459756,623
MASTER_WP4_UNINA_2__S-28.0__bin.3,Bacteria,Firmicutes,2262353,588
MortensenS_xxxx__WK024-2-G-48h-01E9_S24__bin.6,Bacteria,Firmicutes,2221977,514
WalshL_xxxx__Q11__bin.2,Bacteria,Firmicutes,2249750,575
DeFilippisF_xxxx__DF_117__bin.1,Bacteria,Firmicutes,2066598,579
MASTER_WP4_CSIC_2__P2550__bin.5,Bacteria,Firmicutes,2281926,616
MortensenS_xxxx__WK026-2-G-48h-04A2_S102__bin.5,Bacteria,Firmicutes,3109965,743
MortensenS_xxxx__WK027-2-L-08h-02I5_S15__bin.5,Bacteria,Firmicutes,2895470,719
MortensenS_xxxx__WK054-2-G-48h-05G6_S112__bin.1,Bacteria,Firmicutes,2518103,588
WalshL_xxxx__S8__bin.2,Bacteria,Firmicutes,2249410,604
AlvarezOrdonezA_xxxx__Q07-27__bin.7,Bacteria,Firmicutes,3319614,723
DeFilippisF_xxxx__DF_101__bin.10,Bacteria,Firmicutes,930768,291
MASTER_WP4_CSIC_2__P2618__bin.13,Bacteria,Firmicutes,2327641,608
MASTER_WP4_CSIC_2__P2624__bin.9,Bacteria,Firmicutes,2405926,594
MASTER_WP4_FFoQSI_2__VB15-27__bin.5,Bacteria,Firmicutes,2321295,551
MASTER_WP4_UNINA_1__PU007_71775__bin.52,Bacteria,Firmicutes,2330366,607
WalshL_xxxx__G9__bin.4,Bacteria,Firmicutes,2159526,568
WalshL_xxxx__k5__bin.1,Bacteria,Firmicutes,2274362,598
MASTER_WP4_UNINA_1__PR102_71775__bin.8,Bacteria,Firmicutes,2953884,681
MASTER_WP4_UNINA_1__PR207_71775__bin.22,Bacteria,Firmicutes,2823742,699
MortensenS_xxxx__WK001T-2-G-00h-05I6_S130__bin.2,Bacteria,Firmicutes,3044254,738
MortensenS_xxxx__WK025-1-L-48h-02H5_S6__bin.6,Bacteria,Firmicutes,3077942,745
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.2,Bacteria,Firmicutes,2941043,716
MortensenS_xxxx__WK029-2-G-48h-04A5_S105__bin.3,Bacteria,Firmicutes,2708470,608
WalshL_xxxx__D8__bin.3,Bacteria,Firmicutes,2069917,516
WalshL_xxxx__N10__bin.7,Bacteria,Firmicutes,1416041,344
AlvarezOrdonezA_xxxx__Q07-28__bin.5,Bacteria,Firmicutes,2232175,580
MASTER_WP4_CSIC_2__P2577__bin.16,Bacteria,Firmicutes,2390852,619
MASTER_WP4_UNINA_1__PR004_71775__bin.9,Bacteria,Firmicutes,1924806,480
MASTER_WP4_UNINA_1__PR102_71775__bin.1,Bacteria,Firmicutes,2209912,603
MASTER_WP4_UNINA_2__M-27__bin.15,Bacteria,Firmicutes,1813449,416
MASTER_WP4_UNINA_2__O-27__bin.13,Bacteria,Firmicutes,2289929,606
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.4,Bacteria,Firmicutes,2182141,463
MortensenS_xxxx__WK060-2-G-48h-05H3_S118__bin.1,Bacteria,Firmicutes,2908262,708
MortensenS_xxxx__WK060-2-L-08h-04H6_S40__bin.9,Bacteria,Firmicutes,2766642,661
WalshL_xxxx__D7__bin.4,Bacteria,Firmicutes,2155065,568
WalshL_xxxx__O7__bin.1,Bacteria,Firmicutes,1809961,446
WalshL_xxxx__S6__bin.1,Bacteria,Firmicutes,2296995,603
ChaconVargasK_2020__SRS6087091__bin.10,Bacteria,Firmicutes,2850699,590
MASTER_WP4_CSIC_2__P2625__bin.26,Bacteria,Firmicutes,2242682,585
MASTER_WP4_FFoQSI_2__VB16-28__bin.10,Bacteria,Firmicutes,2228677,516
MASTER_WP4_UNINA_1__CM008_71775__bin.7,Bacteria,Firmicutes,2267267,602
MASTER_WP4_UNINA_1__PR005_71775__bin.4,Bacteria,Firmicutes,2788402,657
MASTER_WP4_UNINA_1__PR207_71775__bin.21,Bacteria,Firmicutes,3131484,722
MortensenS_xxxx__WK015-1-L-48h-02C4_S82__bin.2,Bacteria,Firmicutes,2667487,680
MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.4,Bacteria,Firmicutes,2940456,643
DeFilippisF_xxxx__DF_109__bin.6,Bacteria,Firmicutes,2383697,613
DeFilippisF_xxxx__DF_16__bin.16,Bacteria,Firmicutes,1554220,451
MASTER_WP4_CSIC_2__P2545__bin.22,Bacteria,Firmicutes,866873,288
MASTER_WP4_CSIC_2__P2621__bin.36,Bacteria,Firmicutes,1504397,428
MASTER_WP4_FFoQSI_2__VB04-27__bin.9,Bacteria,Firmicutes,2617012,627
MASTER_WP4_UNINA_1__CF008_71775__bin.3,Bacteria,Firmicutes,2104312,517
MASTER_WP4_UNINA_1__PU007_71775__bin.28,Bacteria,Firmicutes,1987032,539
MASTER_WP4_UNINA_1__TO013_71775__bin.17,Bacteria,Firmicutes,3317674,707
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.11,Bacteria,Firmicutes,3008220,720
MortensenS_xxxx__WK062-2-G-48h-05H5_S120__bin.3,Bacteria,Firmicutes,2913660,697
WalshL_xxxx__R1__bin.1,Bacteria,Firmicutes,2301391,599
AlvarezOrdonezA_xxxx__Q03-28__bin.11,Bacteria,Firmicutes,2255728,620
LandisEA_2021__SRS5652995__bin.10,Bacteria,Firmicutes,2718150,296
MASTER_WP4_CSIC_2__P2597__bin.18,Bacteria,Firmicutes,2292266,612
MASTER_WP4_FFoQSI_2__VB03-28__bin.4,Bacteria,Firmicutes,2317635,610
MASTER_WP4_UNINA_1__PB007_73417__bin.15,Bacteria,Firmicutes,2274230,607
MASTER_WP4_UNINA_1__PM001_71775__bin.4,Bacteria,Firmicutes,927459,309
MASTER_WP4_UNINA_1__PR207_71775__bin.8,Bacteria,Firmicutes,1316954,400
MASTER_WP4_UNINA_2__I-28__bin.13,Bacteria,Firmicutes,2287526,611
MASTER_WP4_UNINA_2__S-27.0__bin.5,Bacteria,Firmicutes,2081546,521
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.4,Bacteria,Firmicutes,2992364,726
MortensenS_xxxx__WK060-1-L-08h-04H4_S38__bin.6,Bacteria,Firmicutes,2571165,596
AlvarezOrdonezA_xxxx__Q04-27__bin.15,Bacteria,Firmicutes,2352931,617
AlvarezOrdonezA_xxxx__Q04-28__bin.13,Bacteria,Firmicutes,2273780,608
DeFilippisF_xxxx__DS_12__bin.25,Bacteria,Firmicutes,1712782,166
MASTER_WP4_CSIC_2__P2559__bin.6,Bacteria,Firmicutes,2270718,582
MASTER_WP4_CSIC_2__P2599__bin.43,Bacteria,Firmicutes,3140744,698
MASTER_WP4_FFoQSI_2__VB04-28__bin.3,Bacteria,Firmicutes,1932946,400
MASTER_WP4_UNINA_2__I-30__bin.14,Bacteria,Firmicutes,2520961,633
MortensenS_xxxx__WK030-1-L-48h-03A7_S26__bin.4,Bacteria,Firmicutes,3027690,723
MortensenS_xxxx__WK060-1-L-48h-04H5_S39__bin.2,Bacteria,Firmicutes,3079905,743
WalshL_xxxx__T5__bin.6,Bacteria,Firmicutes,2267081,583
MASTER_WP4_CSIC_2__P2549__bin.14,Bacteria,Firmicutes,2243951,609
MASTER_WP4_CSIC_2__P2619__bin.39,Bacteria,Firmicutes,1922992,506
MASTER_WP4_CSIC_2__P2627__bin.20,Bacteria,Firmicutes,911095,292
MASTER_WP4_TEAGASC_1__TGS07-23__bin.14,Bacteria,Firmicutes,2283053,579
MASTER_WP4_UNINA_1__TO013_71775__bin.9,Bacteria,Firmicutes,2314687,593
MortensenS_xxxx__WK025-1-L-08h-02H4_S5__bin.8,Bacteria,Firmicutes,2937869,709
MortensenS_xxxx__WK060-2-L-48h-04H7_S41__bin.4,Bacteria,Firmicutes,3065484,746
ChaconVargasK_2020__SRS6087089__bin.25,Bacteria,Firmicutes,2537236,526
MASTER_WP4_CSIC_2__P2581__bin.10,Bacteria,Firmicutes,2503463,627
MASTER_WP4_CSIC_2__P2630__bin.20,Bacteria,Firmicutes,2269976,606
MASTER_WP4_CSIC_2__P2638__bin.1,Bacteria,Firmicutes,2147806,568
MASTER_WP4_TEAGASC_1__TGS10-30__bin.12,Bacteria,Firmicutes,734987,242
MASTER_WP4_UNINA_1__CF008_71775__bin.9,Bacteria,Firmicutes,2393275,589
WalshL_xxxx__R4__bin.6,Bacteria,Firmicutes,2331875,599
DeFilippisF_xxxx__DS_66__bin.17,Bacteria,Firmicutes,2544453,292
LeechJ_2020__ERS3967690__bin.1,Bacteria,Firmicutes,3064638,726
